ORCID,DOI,issn,LICENSE_URL,standard_url,policy_uri,submitted_oa_policy,accepted_oa_policy,published_oa_policy
0000-0002-5449-3352,10.1249/MSS.0000000000003523,1530-0315,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1161/JAHA.124.037731,2047-9980,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/22128,None,None,None
0000-0002-5449-3352,10.1139/apnm-2023-0218,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining,www.nrcresearchpress.com,https://v2.sherpa.ac.uk/id/publication/10122,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
0000-0002-5449-3352,10.1152/ajpheart.00453.2024,0363-6135,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/7393,None,None,None
0000-0002-5449-3352,10.1111/sms.14551,0905-7188,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/11901,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-5449-3352,10.1111/sms.14705,0905-7188,http://creativecommons.org/licenses/by-nc/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/11901,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-5449-3352,10.1249/MSS.0000000000003459,1530-0315,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1152/japplphysiol.00757.2023,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1249/MSS.0000000000003440,1530-0315,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1007/s00421-024-05444-z,1439-6319,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
0000-0002-5449-3352,10.1152/japplphysiol.00219.2024,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1249/MSS.0000000000003307,1530-0315,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1123/ijspp.2023-0417,1555-0265,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/12249,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
0000-0002-5449-3352,10.1111/sms.14534,0905-7188,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/11901,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-5449-3352,10.1152/japplphysiol.00239.2024,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1111/sms.70005,0905-7188,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/11901,11204:fee_no:Must acknowledge acceptance for publication May not be updated with Publisher's Version/PDF Publisher source must be acknowledged with citation Must link to publisher version with set statement (see policy);,None,None
0000-0002-5449-3352,10.1113/EP091753,0958-0670,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/6867,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
0000-0002-5449-3352,10.1152/japplphysiol.00529.2022,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1152/japplphysiol.00567.2022,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1152/JAPPLPHYSIOL.00775.2022,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1139/apnm-2024-0189,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining,www.nrcresearchpress.com,https://v2.sherpa.ac.uk/id/publication/10122,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
0000-0002-5449-3352,10.1007/s00421-023-05197-1,1439-6319,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
0000-0002-5449-3352,10.1097/JSM.0000000000001077,1050-642X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8742,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1007/s10286-023-00993-3,0959-9851,https://www.springernature.com/gp/researchers/text-and-data-mining,www.springernature.com,https://v2.sherpa.ac.uk/id/publication/7890,None,11275:fee_no:Published source must be acknowledged with citation Must link to publisher version with DOI Post-prints are subject to Springer Nature re-use terms Set statement to accompany deposit (see policy);,None
0000-0002-5449-3352,10.1080/17461391.2023.2174452,1746-1391,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/5252,None,None,None
0000-0002-5449-3352,10.1152/JAPPLPHYSIOL.00570.2022,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1249/MSS.0000000000003148,1530-0315,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.14814/phy2.15772,2051-817X,http://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/27408,8051:fee_no:Publisher source must be acknowledged with citation Must link to published article with DOI;,None,None
0000-0002-5449-3352,10.1080/17461391.2022.2032371,1746-1391,http://onlinelibrary.wiley.com/termsAndConditions#vor,onlinelibrary.wiley.com,https://v2.sherpa.ac.uk/id/publication/5252,None,None,None
0000-0002-5449-3352,10.1152/japplphysiol.00673.2022,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.5114/jhk/159652,1640-5544,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,None,None,None,None
0000-0002-5449-3352,10.1152/japplphysiol.00178.2022,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1161/CIRCULATIONAHA.122.062564,0009-7322,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8733,None,9684:fee_no:Publisher source must be acknowledged with citation;,None
0000-0002-5449-3352,10.1097/JSM.0000000000001024,1050-642X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8742,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1249/MSS.0000000000002812,1530-0315,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1007/s40279-022-01723-x,0112-1642,https://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/18279,None,None,None
0000-0002-5449-3352,10.1519/JSC.0000000000003861,1064-8011,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8953,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1123/ijspp.2021-0317,1555-0265,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/12249,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
0000-0002-5449-3352,10.1152/ajpheart.00809.2020,0363-6135,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/7393,None,None,None
0000-0002-5449-3352,10.1123/ijspp.2020-0766,1555-0265,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/12249,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
0000-0002-5449-3352,10.1249/mss.0000000000002493,1530-0315,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1152/japplphysiol.00982.2020,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1123/ijsnem.2020-0211,1526-484X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/12248,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
0000-0002-5449-3352,10.1152/japplphysiol.00840.2020,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1519/jsc.0000000000002524,1064-8011,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8953,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1123/IJSNEM.2020-0211,1526-484X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/12248,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
0000-0002-5449-3352,10.1249/MSS.0000000000002544,1530-0315,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1007/s00421-021-04715-3,1439-6319,https://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
0000-0002-5449-3352,10.1007/s40279-021-01505-x,0112-1642,https://creativecommons.org/licenses/by/4.0,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/18279,None,None,None
0000-0002-5449-3352,10.3389/fphys.2021.566421,1664-042X,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/22694,None,None,None
0000-0002-5449-3352,10.1123/IJSNEM.2021-0083,1526-484X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/12248,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
0000-0002-5449-3352,10.1249/MSS.0000000000002582,1530-0315,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1007/s00421-021-04736-y,1439-6319,https://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
0000-0002-5449-3352,10.3390/nu13082601,2072-6643,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/17521,None,None,None
0000-0002-5449-3352,10.1152/JAPPLPHYSIOL.00840.2020,8750-7587,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/23791,None,None,None
0000-0002-5449-3352,10.1097/JSM.0000000000000853,1050-642X,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8742,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.3389/fphys.2021.696488,1664-042X,https://creativecommons.org/licenses/by/4.0/,creativecommons.org,https://v2.sherpa.ac.uk/id/publication/22694,None,None,None
0000-0002-5449-3352,10.1080/14927713.2021.1874829,1492-7713,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/19183,None,52:fee_no:Published source must be acknowledged with citation Must link to publisher version Set statements to accompany deposits (see policy);,None
0000-0002-5449-3352,10.1519/JSC.0000000000002524,1064-8011,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8953,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1123/IJSPP.2020-0766,1555-0265,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/12249,None,3849:fee_no:Publisher copyright and source must be acknowledged Must link to publisher version with DOI Set statement to accompany deposit (see policy);,None
0000-0002-5449-3352,10.23736/S0022-4707.21.12697-0,0022-4707,No URL retrieved,,error,error,error,error
0000-0002-5449-3352,10.1139/apnm-2020-1056,1715-5312,http://www.nrcresearchpress.com/page/about/CorporateTextAndDataMining,www.nrcresearchpress.com,https://v2.sherpa.ac.uk/id/publication/10122,8195:fee_no:no conditions;,3875:fee_no:Publisher copyright and source must be acknowledged Author's archived version must not be amended once its accepted for publication Must link to publisher version;,None
0000-0002-5449-3352,10.1249/MSS.0000000000002493,1530-0315,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8873,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1519/jsc.0000000000003815,1064-8011,No URL retrieved,,https://v2.sherpa.ac.uk/id/publication/8953,None,6750:fee_no:Set statement to accompany deposit;,None
0000-0002-5449-3352,10.1007/s00421-020-04526-y,1439-6319,https://www.springer.com/tdm,www.springer.com,https://v2.sherpa.ac.uk/id/publication/28234,None,None,None
